Ord_No,Line_No,Line_type,Facility,Whs,GIN,GIN with Zero,Descr,Cust_nm,normalized_gin
101220957,4,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,A.S.S.  KFT.,0465720002
101220192,20,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WELDSHOP FINLAND OY,0465720002
101220401,2,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,KSM STEEL A/S,0465720002
101218921,8,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,LECOT,0465720002
101219286,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,STOCKHOLMS PLÅT- & GUMMI PERFORERING,0465720002
101219164,6,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,HELLMICH GMBH & CO. KG,0465720002
101219435,6,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETSTEKNIK I KRISTIANSTAD AB,0465720002
101218110,4,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,DEGAS S.R.O.,0465720002
101218097,4,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RYBNERS,0465720002
101218256,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,AIR PRODUCTS SP. Z O.O.,0465720002
101218592,1,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,CSBX CUTTING SERVICE BENELUX,0465720002
101214276,10,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"INCYE, ESTAB. ACOD. Y CIMBRAS S.A.",0465720002
101213204,1,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,POLIDORI ASSISTANCE S.R.L,0465720002
101213416,7,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,MKVCUTING S.R.L.,0465720002
101213901,9,1,BGB,PDC,465720002,0465720002,COOLANT LIQUID,СЕЗАР ТРЕЙД ЕООД,0465720002
101213982,4,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,ALTER CT SP. Z O.O.,0465720002
101213698,6,1,BGB,PDC,465720002,0465720002,COOLANT LIQUID,КАММАРТОН БЪЛГАРИЯ ООД,0465720002
101216625,2,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,REGAS AB,0465720002
101217250,10,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,LECOT,0465720002
101217074,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RAS-TEKNIK APS,0465720002
101217075,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RAS-TEKNIK APS,0465720002
101217528,4,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,ALPPILAN SÄHKÖ OY,0465720002
101215696,3,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,ARC-H WELDING S.R.O.,0465720002
101215620,1,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WELDTEC OY,0465720002
101215607,12,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,SUDOMETAL SRL,0465720002
101215429,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,RIGUAL S.A,0465720002
101215332,2,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,WELDING 2000 KFT.,0465720002
101215401,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,HANDELSSTÅL I NORRLAND AB,0465720002
101216250,2,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,MASCHINENFABRIK LIEZEN,0465720002
101215940,7,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"HOWDEN SPAIN, S.L",0465720002
101215941,3,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,EQUISOLD S.L.,0465720002
101216423,4,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"OXICORTE GODED, S.L.U",0465720002
101231825,4,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,VSE BVBA,0465720002
101232957,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SOLUCIONES IND. Y SOLDADURA 2008 SL,0465720002
101232985,3,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,ELLIMETAL N.V.,0465720002
101232589,2,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,"PRZEDSIĘBIORSTWO HANDLOWE ""PRO-SPAW""",0465720002
101232041,9,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,KIVINIITYN AUTO- JA MAATALOUSKONE,0465720002
101232264,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,AHLSELL DANMARK A/S,0465720002
101233476,1,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,WENZEL PRAEZISIONSWERKZEUGE E.U.,0465720002
101233440,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,AD SOUDAGE SAS,0465720002
101233436,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,AD SOUDAGE SAS,0465720002
101233405,1,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,"ELFE, S.R.O.",0465720002
101234098,4,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,CSBX CUTTING SERVICE BENELUX,0465720002
101234254,1,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,"AB TECHNIKA PRO SVAŘOVÁNÍ, S.R.O.",0465720002
101237036,1,1,PTB,PDC,465720002,0465720002,COOLANT LIQUID,"A.SILVA MATOS-METALOMEC., SA.",0465720002
101236676,16,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,SUDOMETAL SRL,0465720002
101236840,5,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,"WELDIS RK, S.R.O.",0465720002
101236823,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID, ALPEX-TOOLS SP. Z O.O.,0465720002
101236022,3,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,MILAN VILDMAN,0465720002
101235954,4,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,ANDRETY SA,0465720002
101236281,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SOLDUFER MADRID SL,0465720002
101236293,6,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,ALBOCOM SRL,0465720002
101236313,8,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,KREISEL GMBH & CO.KG,0465720002
101236219,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RYBNERS,0465720002
101238394,14,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETSTEKNIK I KRISTIANSTAD AB,0465720002
101238394,20,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETSTEKNIK I KRISTIANSTAD AB,0465720002
101238271,6,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,COREMA SVETSEKONOMI AB,0465720002
101238260,8,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,RDS SPÓŁKA JAWNA,0465720002
101238012,3,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,TECHNIK MICHAŁ WALKOWICZ,0465720002
101237972,6,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,FIGEL SP. Z O.O.,0465720002
101237687,6,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,CARDIETECH NEDERLAND B.V.,0465720002
101237512,4,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PARDUYNS S.A.,0465720002
101239419,2,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,"JOHANSSON, AB EBBE",0465720002
101239376,7,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,TOOLS FINLAND OY TOOLS VAASA,0465720002
101238442,1,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,LASSERVICE NV,0465720002
101227411,5,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SOLDUFER MADRID SL,0465720002
101228284,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,AD SOUDAGE SAS,0465720002
101228303,4,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,MONTANWERKE BRIX AG,0465720002
101228566,2,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,KÉSZ IPARI GYÁRTÓ KFT.,0465720002
101228564,1,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,POLIDORI ASSISTANCE S.R.L,0465720002
101229579,6,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,ABRA-SOUD'INDUSTRIE,0465720002
101229367,7,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"SOLDASUR, S.A.",0465720002
101230523,3,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,MKVCUTING S.R.L.,0465720002
101230582,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,ILSENBURGER GROBBLECH GMBH,0465720002
101230589,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,EVERLLENCE SE,0465720002
101230266,4,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,PROFIL MOTOR KFT.,0465720002
101230264,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"IND. MEC. DE EXTREMADURA, S.A",0465720002
101225949,5,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,MEI SERVICE SRL,0465720002
101226232,2,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,NORMOFI,0465720002
101226224,3,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,WELDING 2000 KFT.,0465720002
101225617,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SUMINISTROS INDUSTRIALES ARGANDA SLU,0465720002
101225516,2,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETSTEKNIK I KRISTIANSTAD AB,0465720002
101225864,10,1,BGB,PDC,465720002,0465720002,COOLANT LIQUID,КАММАРТОН БЪЛГАРИЯ ООД,0465720002
101225763,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,AD SOUDAGE SAS,0465720002
101225198,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"E.M GESTION Y DESARROLLO, SLU",0465720002
101224484,1,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,KSS BETEILIGUNGEN GMBH,0465720002
101224273,4,1,PTB,PDC,465720002,0465720002,COOLANT LIQUID,"UNISOLDA COMÉRCIO E INDÚSTRIA, S.A.",0465720002
101222816,11,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,"PRZEDSIĘBIORSTWO HANDLOWE ""PRO-SPAW""",0465720002
101222630,10,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,SERVAMET SERWA S.K.A.,0465720002
101222528,2,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,TRITON SRL,0465720002
101223731,2,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PARDUYNS S.A.,0465720002
101223734,4,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,FIC SA,0465720002
101223716,4,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,LUNDQVIST MASKIN & VERKTYG AB,0465720002
101223591,10,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,POLIDORI ASSISTANCE S.R.L,0465720002
101260616,1,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,WEYLAND STEINER  HANDWERKS-&,0465720002
101260730,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,KAACK GMBH,0465720002
101260853,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,STABAU GMBH,0465720002
101260867,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,"HURTOWE CENTRUM SPAWALNICZE ""HEFT""",0465720002
101261691,12,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,AWTOOLS OY,0465720002
101261763,5,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,"""METALZBYT"" SP. Z O.O.",0465720002
101261516,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"OXICORTE GODED, S.L.U",0465720002
101261599,13,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WELDSHOP FINLAND OY,0465720002
101263415,3,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,ERIKS B.V.,0465720002
101262379,2,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,VOESTALPINE BOEHLER BLECHE,0465720002
101262585,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,J. M. VOITH SE & CO. KG / VTHL,0465720002
101256876,5,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,"JNF MOMENTUM, KØGE A/S",0465720002
101256939,1,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,SÄHKÖHUOLTO TISSARI OY,0465720002
101256362,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"ABRASERVICE IBERICA INT., S.L.",0465720002
101256731,4,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,MONTANWERKE BRIX AG,0465720002
101257982,1,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,A.T.S. ASSISTENZA TECNICA SALDATURA,0465720002
101257282,5,1,PTB,PDC,465720002,0465720002,COOLANT LIQUID,"UNISOLDA COMÉRCIO E INDÚSTRIA, S.A.",0465720002
101258683,1,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,REBELS SRL,0465720002
101258708,1,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,RYWAL RHC ROMANIA,0465720002
101258257,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"CORDOBESA DE SOLDADURA, S.L.U.",0465720002
101259765,12,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,SUDOMETAL SRL,0465720002
101259306,4,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,MASCHINENFABRIK LIEZEN,0465720002
101259284,4,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"AGRICOLA CASTILLERO, S.L.",0465720002
101259393,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,AHLSELL SVERIGE AB,0465720002
101266784,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,PROMAT SCHNEIDTECHNIK GMBH,0465720002
101266830,7,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,JÄRNAB SVETSPARTNER AB,0465720002
101266357,9,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,DEGAS S.R.O.,0465720002
101267230,8,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SOLDUFER MADRID SL,0465720002
101267220,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"COMCAR, S.L.",0465720002
101264575,6,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,WELDING 2000 KFT.,0465720002
101264581,4,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,ROEHRS INDUSTRIENANLAGEN GMBH &CO.KG,0465720002
101263994,4,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,FERRUM PLZEŇ SPOL. S R.O.,0465720002
101263969,19,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,ETRA OY LOGISTIC CENTER,0465720002
101264076,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,AD SOUDAGE SAS,0465720002
101264312,1,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,CENTRO DELLA SALD. SRL-C/O CENTRO,0465720002
101264235,9,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,DEGAS S.R.O.,0465720002
101264223,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,AUTOMATYKA SPAWALNICTWO SERWIS,0465720002
101265780,10,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,E.R.M.E.S. SAS,0465720002
101265754,1,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,SALDOTECNICA SRL,0465720002
101265631,1,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,STAS-WAREGEM,0465720002
101265682,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"GESTAMP WIND STEEL-GALICIA, S.L.",0465720002
101264979,2,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,LECOT,0465720002
101265071,18,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,VSE BVBA,0465720002
101265250,7,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WELDSHOP FINLAND OY,0465720002
101271350,3,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,COROBOTICS SP. Z O. O.,0465720002
101271251,3,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,ERIKS B.V.,0465720002
101270947,5,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,JACQUET IBERICA SA,0465720002
101270947,6,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,JACQUET IBERICA SA,0465720002
101270560,11,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE,0465720002
101270630,1,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,MEI SERVICE SRL,0465720002
101270696,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,BRO SVETS- & MONTAGESERVICE AB,0465720002
101270239,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"COMERCIAL BRUSI-TERRADES, S.L.",0465720002
101269669,2,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,MKVCUTING S.R.L.,0465720002
101269930,2,1,BGB,PDC,465720002,0465720002,COOLANT LIQUID,СЪНИ ХОЛИДЕЙ - 94 ООД,0465720002
101268326,1,1,ATB,PDC,465720002,0465720002,COOLANT LIQUID,KREMSMUELLER ANLAGENBAU GMBH,0465720002
101268544,23,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,ETRA OY LOGISTIC CENTER,0465720002
101267790,3,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PROLINE SA,0465720002
101267838,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"COMERCIAL DIRESA, S.L.",0465720002
101267865,11,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,UFTTOOLS - UFTLAS BVBA,0465720002
101268984,20,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,SPAWALNICTWO BARTOSZ KISZCZAK,0465720002
101241752,2,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,"PRZEDSIĘBIORSTWO HANDLOWE ""PRO-SPAW""",0465720002
101241947,3,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,MKVCUTING S.R.L.,0465720002
101242172,6,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,METZGER & LICHOWNIK GMBH STAHLBAU,0465720002
101242197,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,FIGEL SP. Z O.O.,0465720002
101242359,5,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,MEI SERVICE SRL,0465720002
101242389,11,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,EQUISOLD S.L.,0465720002
101242728,9,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,HUDIKSVALLS JÄRN AB,0465720002
101243462,5,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,MEI SERVICE SRL,0465720002
101243905,1,1,IEB,PDC,465720002,0465720002,COOLANT LIQUID,GAS-WELD LTD,0465720002
101243767,6,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PARDUYNS S.A.,0465720002
101243187,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,CENTRALA TECHNICZNA ELTECH SP.Z O.O.,0465720002
101242948,4,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,TAR CSAVAR-CSAPÁGY KFT.,0465720002
101240573,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETS OCH TILLBEHÖR I SVERIGE AB,0465720002
101241351,14,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,UFTTOOLS - UFTLAS BVBA,0465720002
101241191,7,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RAS-TEKNIK APS,0465720002
101241208,2,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,NORMOFI,0465720002
101240204,5,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,KRANBAU KOETHEN GMBH,0465720002
101240031,5,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,RUBIX FRANCE,0465720002
101239894,6,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,KREISEL GMBH & CO.KG,0465720002
101239780,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,FIC SA,0465720002
101239519,2,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PARDUYNS S.A.,0465720002
101239633,3,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,GIMAF S.R.L.,0465720002
101246837,1,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,TEUNIS INDUSTRIETECHNIEK B.V.,0465720002
101246804,4,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,CENTRALA TECHNICZNA ELTECH SP.Z O.O.,0465720002
101246989,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,EQUISOLD S.L.,0465720002
101246542,2,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,NEXUS WELDING SP. Z O.O.,0465720002
101246679,1,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,VICTOR BUYCK STEEL CONSTRUCTION N.V.,0465720002
101246295,1,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,"INDUSTRIA CENTER OY, VARKAUS",0465720002
101246273,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,AIR PRODUCTS SP. Z O.O.,0465720002
101247301,1,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PARDUYNS S.A.,0465720002
101247421,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,GRANLY EL-PRO A/S,0465720002
101247411,6,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,CARL HASSINGS EFTF. A/S,0465720002
101247684,8,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,"""RYWAL-RHC"" SP.Z O.O.",0465720002
101247804,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,LINTOOL I LINKÖPING AB,0465720002
101245530,9,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETS OCH MATERIALTEK I ASKERSUND AB,0465720002
101246086,1,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,CSBX CUTTING SERVICE BENELUX,0465720002
101244282,2,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,MÁTRA DIAGNOSZTIKA KFT.,0465720002
101244646,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,REPAY MITT AB,0465720002
101244861,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,SMIL,0465720002
101244914,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RØDGAARDS IMPORT A/S,0465720002
101255240,1,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,SVÁŘECÍ TECHNIKA - OSVA S.R.O.,0465720002
101254792,17,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,ÖSTERBERGS INDUSTRIHANDEL AB,0465720002
101254736,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,SVETSTEKNIK I KRISTIANSTAD AB,0465720002
101255518,5,1,ITB,PDC,465720002,0465720002,COOLANT LIQUID,FERRARI SRL,0465720002
101255762,2,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,BASTIAN ET GEORGES CIE DISTR.,0465720002
101253420,1,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,RYBNERS,0465720002
101253659,14,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,ETRA OY LOGISTIC CENTER,0465720002
101253574,1,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,HURT-DETAL  BIERNACKI GRZEGORZ,0465720002
101253633,9,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,KIVINIITYN AUTO- JA MAATALOUSKONE,0465720002
101253783,2,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SOLDUFER LA MANCHA  S.L.,0465720002
101253814,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"COMERCIAL DIRESA, S.L.",0465720002
101253764,8,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,MB SERVICES,0465720002
101254117,6,1,DKB,PDC,465720002,0465720002,COOLANT LIQUID,AHLSELL DANMARK A/S,0465720002
101252516,1,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WELDTEC OY,0465720002
101252945,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,ENSSLEN GMBH,0465720002
101252681,1,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,ROEHRS INDUSTRIENANLAGEN GMBH &CO.KG,0465720002
101252897,6,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,VSE BVBA,0465720002
101252901,3,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,PÓŁNOC SERWIS ADAM ZALEWSKI,0465720002
101250664,2,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,LUNDQVIST MASKIN & VERKTYG AB,0465720002
101250683,1,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,ELLIMETAL N.V.,0465720002
101250714,5,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,ZEVIJ B.V. RUBIX B.V.,0465720002
101250607,1,1,SEB,PDC,465720002,0465720002,COOLANT LIQUID,VERKTYGSHUSET I KIRUNA AB,0465720002
101251160,1,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,TEUNIS INDUSTRIETECHNIEK B.V.,0465720002
101251365,2,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,ABRA-SOUD'INDUSTRIE,0465720002
101252085,5,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,BABCOCK WANSON,0465720002
101252086,1,1,HUB,PDC,465720002,0465720002,COOLANT LIQUID,WELDCOM KFT,0465720002
101250176,2,1,PLB,PDC,465720002,0465720002,COOLANT LIQUID,PNEUMATICON BIALOWAS KRZYSZOF,0465720002
101249622,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,ENERGIE SOUDURE,0465720002
101249725,8,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,PETR SOBOL,0465720002
101249729,21,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,FIC SA,0465720002
101249469,3,1,SKB,PDC,465720002,0465720002,COOLANT LIQUID,"M 5 - TRADE, S.R.O.",0465720002
101248937,10,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WELDSHOP FINLAND OY,0465720002
101189228,1,1,FRB,PDC,465720002,0465720002,COOLANT LIQUID,AD SOUDAGE SAS,0465720002
101189804,4,1,BEB,PDC,465720002,0465720002,COOLANT LIQUID,PARDUYNS S.A.,0465720002
101189844,28,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"COMERCIAL BRUSI-TERRADES, S.L.",0465720002
101189844,29,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,"COMERCIAL BRUSI-TERRADES, S.L.",0465720002
101188214,20,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,SOLDUFER LA MANCHA  S.L.,0465720002
101188189,1,1,ESB,PDC,465720002,0465720002,COOLANT LIQUID,MADE TOWER SL,0465720002
101188199,3,1,FIB,PDC,465720002,0465720002,COOLANT LIQUID,WEMEC OY,0465720002
101189159,21,1,ROB,PDC,465720002,0465720002,COOLANT LIQUID,SUDOMETAL SRL,0465720002
101188658,10,1,NLB,PDC,465720002,0465720002,COOLANT LIQUID,CSBX CUTTING SERVICE BENELUX,0465720002
101188842,4,1,CZB,PDC,465720002,0465720002,COOLANT LIQUID,"WELDIS RK, S.R.O.",0465720002
101186310,3,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,STABAU GMBH,0465720002
101186394,2,1,DEB,PDC,465720002,0465720002,COOLANT LIQUID,RHEWUM GMBH,0465720002
101186143,6,1,SKB,PDC,465720002,0465720002,COOLANT LIQUID,"AG NÁRADIE, S.R.O.",0465720002
